statename,NAMEID,type,zri_up_st,quint
CA,arroyogrande,city,1.89732283657653,3
CA,atherton,town,0.210874431910716,1
CA,avalon,city,0.373612251487958,3
CA,avenal,city,-0.147355821288988,3
CA,bakersfield,city,-0.235384134965948,3
CA,baldwinpark,city,0.79346884409105,5
CA,banning,city,1.53369411802757,2
CA,barstow,city,0.975868027090969,4
CA,beaumont,city,0.12392714632201,1
CA,belmont,city,0.664347262074558,3
CA,belvedere,city,0.649046423926364,4
CA,benicia,city,1.33685172413048,3
CA,berkeley,city,1.62145678078841,1
CA,beverlyhills,city,0.94064758134308,3
CA,bigbearlake,city,2.15664336555427,2
CA,blythe,city,0.0659260847418469,4
CA,brea,city,1.13881736686105,5
CA,brentwood,city,2.36595564550018,3
CA,brisbane,city,1.23505378144222,2
CA,buellton,city,0.395797004225933,3
CA,burlingame,city,1.1171130852447,2
CA,calabasas,city,1.62584003692788,3
CA,calistoga,city,2.62259172163508,3
CA,camarillo,city,1.26190630630935,5
CA,campbell,city,1.94234976178318,3
CA,capitola,city,0.67689141152882,2
CA,carmelbythesea,city,0.55168758327395,5
CA,carson,city,0.4081401710286,1
CA,ceres,city,-0.143821230446429,4
CA,chico,city,1.58354177675903,3
CA,chino,city,1.0607342523514,4
CA,chinohills,city,1.40341319302645,5
CA,chowchilla,city,1.28766552810153,3
CA,claremont,city,0.968264082864177,2
CA,clayton,city,0.198650129219289,4
CA,coachella,city,1.0529630929391,1
CA,colton,city,0.267684616843518,3
CA,commerce,city,0.172754599761179,4
CA,compton,city,0.601023807778873,3
CA,concord,city,1.90426280695778,3
CA,corcoran,city,0.556079126915649,4
CA,corning,city,-0.427224880538184,4
CA,corona,city,0.470618235332049,4
CA,coronado,city,0.504672509026953,3
CA,cortemadera,town,1.26974687907725,5
CA,covina,city,-0.0365019036743906,1
CA,crescent,city,1.18937853539521,1
CA,daly,city,1.43467670436564,4
CA,danapoint,city,0.60228449251933,3
CA,danville,town,1.29215612124036,1
CA,delano,city,1.55721495908754,4
CA,delmar,city,1.23497826445494,4
CA,dublin,city,0.291564858969545,5
CA,elcajon,city,1.30276095612046,1
CA,elcerrito,city,1.6402055139354,4
CA,elmonte,city,0.957535147860452,2
CA,elsegundo,city,-0.0569877143054836,1
CA,emeryville,city,0.739899834739346,1
CA,encinitas,city,1.59268069960278,3
CA,exeter,city,0.543388923012283,3
CA,fairfax,town,1.60970863997056,1
CA,farmersville,city,0.626888645257088,3
CA,folsom,city,0.669074873272783,3
CA,fortuna,city,-1.39238346590925,5
CA,fremont,city,0.955185629252821,1
CA,fresno,city,2.41013534776529,4
CA,gardena,city,0.632770379385869,4
CA,glendora,city,1.25194673394506,1
CA,greenfield,city,0.592891219948364,4
CA,gridley,city,1.63499364240813,3
CA,groverbeach,city,-0.264180931208487,2
CA,gustine,city,-0.618641187252863,3
CA,halfmoonbay,city,1.1131028483113,3
CA,hayward,city,1.73475671369139,4
CA,hercules,city,1.20659222387273,3
CA,hermosabeach,city,1.29635903843997,2
CA,hesperia,city,1.5658218033263,3
CA,hillsborough,town,0.282385917270499,4
CA,huntingtonbeach,city,1.58097051353707,2
CA,huron,city,1.07715493873849,4
CA,irvine,city,1.66779253145212,2
CA,kingsburg,city,2.97550708133894,4
CA,lacanadaflintridge,city,1.33096344630298,3
CA,lafayette,city,1.96085606190476,1
CA,lahabra,city,0.943819052606103,3
CA,lahabraheights,city,-1.32946771368108,3
CA,lakeport,city,0.530280469479938,3
CA,lakewood,city,1.28412109104364,4
CA,lancaster,city,0.991605270672137,2
CA,lapalma,city,0.803084921037954,4
CA,larkspur,city,0.713909613104762,2
CA,lemongrove,city,-0.316370692232494,4
CA,lincoln,city,0.428762580172684,4
CA,liveoak,city,0.452780636469327,2
CA,livermore,city,1.41251907662595,5
CA,lodi,city,0.95657148732636,1
CA,lomalinda,city,1.04651180212274,4
CA,longbeach,city,1.00470921535804,4
CA,losalamitos,city,1.03859544942126,1
CA,losangeles,city,0.880668353688483,3
CA,mammothlakes,city,0.471972359999633,3
CA,manteca,city,0.306361198647747,2
CA,martinez,city,2.01734993125714,4
CA,mcfarland,city,0.0482180944043743,3
CA,menlopark,city,0.901386816397565,5
CA,merced,city,1.49887463047942,2
CA,millbrae,city,0.523876488616583,3
CA,millvalley,city,1.65758660853487,2
CA,montclair,city,1.28682052757242,2
CA,montebello,city,-0.468185993040228,3
CA,moraga,town,1.96644892565171,1
CA,morganhill,city,1.6616031358463,3
CA,morrobay,city,1.8135265815879,4
CA,national,city,0.106490387144083,3
CA,newark,city,0.0911762128428739,4
CA,norco,city,0.382298143392845,5
CA,novato,city,1.57961688860406,1
CA,oakland,city,1.13506314274774,4
CA,oakley,city,1.30610247193521,1
CA,ojai,city,2.19206127926081,1
CA,orinda,city,2.00022057310799,4
CA,orland,city,-0.328807590954116,1
CA,oxnard,city,0.590528379151247,2
CA,pacifica,city,2.37906055923734,4
CA,palmdale,city,1.08688085191651,1
CA,palmdesert,city,2.03446420565627,2
CA,palosverdesestates,city,-0.713721060672078,3
CA,paradise,town,1.59390260116854,4
CA,parlier,city,-1.25476494864381,1
CA,picorivera,city,1.5274091797653,3
CA,piedmont,city,-0.0965389232194607,2
CA,pinole,city,1.97354404932863,3
CA,pittsburg,city,1.5482320976267,2
CA,placerville,city,1.09014915231401,1
CA,pleasanthill,city,1.87817072239619,4
CA,pleasanton,city,3.02705017582634,4
CA,pomona,city,1.55509669862894,4
CA,porterville,city,1.23049748154382,2
CA,porthueneme,city,0.532312086500138,3
CA,poway,city,1.05918226519949,4
CA,ranchocordova,city,1.47604371397308,3
CA,ranchomirage,city,1.37975145985042,2
CA,ranchosantamargarita,city,-0.217260628065367,2
CA,redondobeach,city,0.595583270022875,5
CA,redwood,city,0.814460754540575,5
CA,reedley,city,-0.988828348296067,2
CA,richmond,city,0.95436297086866,1
CA,ripon,city,2.14449447468218,3
CA,riverside,city,1.89628447301632,2
CA,rocklin,city,0.39297889044739,4
CA,rohnertpark,city,2.86912570611589,4
CA,ross,town,0.0230427415814193,3
CA,sananselmo,town,0.768682224682712,2
CA,sanbruno,city,1.38776497950984,4
CA,sanbuenaventura,city,1.30438260117969,4
CA,sancarlos,city,1.9539695643605,5
CA,sanclemente,city,0.926705869048356,1
CA,sandiego,city,1.43143951053264,4
CA,sanfernando,city,0.70573395720091,1
CA,sanfrancisco,city,1.65623137450631,1
CA,sanjose,city,1.52058727414023,3
CA,sanleandro,city,0.307733882251611,1
CA,sanluisobispo,city,2.81136355904816,1
CA,sanmarino,city,-0.00285613713275226,1
CA,sanmateo,city,1.0545012869035,5
CA,sanpablo,city,1.71063215443151,1
CA,sanrafael,city,1.94131337379685,5
CA,sanramon,city,1.88289604864492,2
CA,santaana,city,0.566639150577536,1
CA,santaclara,city,1.35877193156322,2
CA,santamaria,city,0.175803803928825,5
CA,santapaula,city,3.33117953248885,5
CA,santee,city,0.306153267537044,4
CA,sausalito,city,0.17261241404612,2
CA,scottsvalley,city,2.0604770237311,1
CA,sealbeach,city,0.663248911362931,1
CA,seaside,city,0.299668789746555,5
CA,selma,city,0.610965592849757,2
CA,shastalake,city,0.534784924100139,4
CA,signalhill,city,0.39312191722624,4
CA,simivalley,city,1.53569784849064,4
CA,solanabeach,city,0.50800437382155,5
CA,soledad,city,0.9253147280584,4
CA,sonoma,city,1.65377883010275,5
CA,southpasadena,city,0.991982788583092,2
CA,southsanfrancisco,city,2.54630491559133,3
CA,sthelena,city,2.31480993674518,3
CA,susanville,city,-0.265300963193607,2
CA,tiburon,town,0.545418244785852,2
CA,tustin,city,0.420624727504565,5
CA,ukiah,city,0.920690569964339,4
CA,union,city,0.578178318340053,3
CA,visalia,city,0.472194183376561,1
CA,vista,city,0.98448115582308,3
CA,walnutcreek,city,1.96128679468233,3
CA,waterford,city,0.959721338344345,5
CA,weed,city,-0.954588508829309,4
CA,westsacramento,city,1.64246187289506,1
CA,whittier,city,0.736998021957915,5
CA,williams,city,1.13371896479464,4
CA,willows,city,0.334610264202081,1
CA,windsor,town,1.94341775434069,4
CA,woodlake,city,0.879486933289925,5
CA,woodside,town,1.11799642954743,3
CA,yuba,city,-0.453629639417396,1
CA,yucaipa,city,1.29820367648285,5
CO,alamosa,city,-0.737283517010483,3
CO,arvada,city,1.98573736567577,2
CO,aurora,city,1.11604045737747,2
CO,basalt,town,2.57536329399354,4
CO,canon,city,0.586823210228905,5
CO,cherryhills,city,-0.234923862910201,1
CO,coloradosprings,city,1.13555540936388,3
CO,cortez,city,0.215643700297294,4
CO,denver,city,1.63061590031968,3
CO,durango,city,0.524376616559289,4
CO,eagle,town,-0.0914182507549672,2
CO,erie,town,1.2050720474769,4
CO,estespark,town,0.696040634392669,4
CO,evans,city,-0.830788811410646,1
CO,federalheights,city,-0.399934190514666,1
CO,florence,city,-1.21668526505707,2
CO,fortlupton,city,1.29476833369913,3
CO,fountain,city,0.299879973157257,2
CO,fruita,city,0.792724406691909,4
CO,glenwoodsprings,city,0.93895163794619,4
CO,greenwood,city,-1.7064318311368,3
CO,gunnison,city,0.317950904092621,1
CO,gypsum,town,0.45552186264922,2
CO,johnstown,town,0.543609401490192,2
CO,lafayette,city,2.51135676772762,2
CO,lamar,city,-1.02090166509017,2
CO,loveland,city,0.319588999424906,1
CO,milliken,city,1.28611682792127,2
CO,montevista,city,-0.626341472339114,4
CO,montrose,city,-0.0543243318935855,5
CO,northglenn,city,0.0757702265907933,3
CO,palisade,town,1.27074096492372,2
CO,rifle,city,-0.561256106880906,1
CO,rockyford,city,-2.33398785484242,2
CO,sheridan,city,-0.43871308497742,2
CO,silverthorne,town,-0.621394877968474,4
CO,sterling,city,-0.582406631557766,1
CO,superior,town,-0.254988892645858,3
CO,thornton,city,0.312140930465272,2
CO,trinidad,city,0.29493464830843,3
CO,wellington,town,1.00954023437428,3
CO,westminster,city,-0.326388657146557,2
CO,wheatridge,city,0.248007431943319,4
CO,windsor,town,-0.253146845158922,2
CO,yuma,city,-1.43768493798582,2
CT,avon,town,0.886080415795138,3
CT,bloomfield,town,0.859618411129498,3
CT,branford,town,0.728330951796387,2
CT,brookfield,town,-0.827082224218772,2
CT,brooklyn,town,0.169624662665113,3
CT,burlington,town,-0.209079364162172,2
CT,chester,town,-1.18680699237249,4
CT,clinton,town,1.31080547600729,4
CT,colchester,town,0.839408944905361,1
CT,columbia,town,-0.459014760877782,2
CT,coventry,town,0.260101976323391,1
CT,cromwell,town,0.545555453934578,3
CT,darien,town,1.24056766213578,3
CT,durham,town,0.221019800649601,1
CT,easthaddam,town,-0.49612656160952,2
CT,easthampton,town,1.31774374799109,4
CT,eastlyme,town,0.758361141315451,1
CT,easton,town,-0.520336916723543,3
CT,eastwindsor,town,0.904605476952429,4
CT,ellington,town,0.410042567049615,5
CT,enfield,town,1.57094131007161,1
CT,fairfield,town,0.367995898843674,4
CT,farmington,town,0.871781359976025,5
CT,glastonbury,town,1.25563076913409,4
CT,granby,town,0.391145816891613,3
CT,greenwich,town,0.715974546510722,2
CT,griswold,town,0.920020446503419,4
CT,grotonborough,borough,-0.98054524735252,2
CT,grotontown,town,0.0364715689084409,4
CT,hamden,town,0.845824834847252,2
CT,hebron,town,0.334967435437108,3
CT,kent,town,-0.00159677116634129,4
CT,marlborough,town,-0.70049777098399,4
CT,meriden,city,0.560115205333348,3
CT,monroe,town,0.346608467722695,5
CT,naugatuck,borough,-0.206822853607942,2
CT,newcanaan,town,1.66242997910345,5
CT,newhaven,city,-0.855207259621567,2
CT,newlondon,city,0.732347479808564,4
CT,northstonington,town,0.190333088882291,1
CT,plainfield,town,-0.629754883285238,3
CT,plainville,town,-0.248032399211546,1
CT,plymouth,town,1.07289265136457,2
CT,portland,town,0.247166436330477,2
CT,preston,town,-0.166790544661651,1
CT,putnam,town,-0.315461148997759,4
CT,shelton,city,-0.466823012047257,2
CT,southwindsor,town,0.399190426690653,3
CT,stamford,city,1.17466569665953,3
CT,stratford,town,0.689153926875963,3
CT,suffield,town,0.108514158869702,2
CT,torrington,city,1.47423587169666,1
CT,vernon,town,-1.10546073630448,3
CT,wallingford,town,1.28493053554281,1
CT,waterford,town,0.487562296182283,3
CT,westhaven,city,-0.414512494923201,1
CT,westport,town,1.40842623086733,3
CT,wethersfield,town,0.394899610939019,4
CT,windsor,town,0.786713354698619,4
CT,woodbury,town,0.619264392359611,1
CT,woodstock,town,0.275105172650167,2
DC,washington,city,0.0793104122323653,3
DE,dover,city,0.475506293344178,3
DE,elsmere,town,-0.890023811808971,1
DE,milford,city,-0.134911980598841,1
DE,newark,city,-0.299948169894928,3
DE,smyrna,town,0.769905870855694,4
FL,apopka,city,1.97983948769816,1
FL,auburndale,city,-0.12208057955361,1
FL,bonitasprings,city,0.177433633359784,4
FL,boyntonbeach,city,1.16180935436383,3
FL,bradenton,city,0.455786547280089,4
FL,brooksville,city,0.55155405470912,2
FL,casselberry,city,1.40026948582512,2
FL,clearwater,city,0.629649188855806,1
FL,clewiston,city,-1.44174938262299,4
FL,cocoabeach,city,0.342348381384115,5
FL,cooper,city,0.860281127396333,3
FL,crestview,city,-0.886802064430601,1
FL,davie,town,2.26688425016611,1
FL,debary,city,0.3613730670965,5
FL,defuniaksprings,city,-1.06408832401425,5
FL,doral,city,1.27120252724501,1
FL,flaglerbeach,city,-0.487370890611129,4
FL,fortwaltonbeach,city,-0.03869897063737,2
FL,gainesville,city,1.09158948543377,2
FL,gulfport,city,-0.507646765947411,1
FL,hallandalebeach,city,1.66306282790995,5
FL,hialeah,city,0.492764736607559,4
FL,hialeahgardens,city,-0.451048780588384,4
FL,highlandbeach,town,0.035871264055503,3
FL,hollywood,city,0.317345265915525,5
FL,indianharbourbeach,city,-1.05360305852265,5
FL,indianrivershores,city,-0.456611676404925,5
FL,jacksonville,city,2.06374236849578,3
FL,jacksonvillebeach,city,-0.43871308497742,2
FL,junobeach,town,0.44874560292984,4
FL,keywest,city,1.44942889291724,4
FL,lakehelen,city,-0.48015133493865,5
FL,lakeland,city,1.61236183218898,3
FL,lakewales,city,0.729738394849956,1
FL,lantana,town,-0.592240823228322,2
FL,lauderdalebythesea,town,-0.822087100532816,1
FL,lauderhill,city,-0.234295584287257,2
FL,lighthousepoint,city,-1.22614187952431,1
FL,longboatkey,town,0.826648498061316,1
FL,madeirabeach,city,-0.823536858369362,2
FL,maitland,city,1.45974792706624,4
FL,marathon,city,0.103676519303805,5
FL,marcoisland,city,1.1964073474903,3
FL,margate,city,0.766778952029669,4
FL,marianna,city,-0.698855421464829,4
FL,melbourne,city,1.14797118229566,1
FL,miami,city,0.717665656230011,1
FL,miamibeach,city,1.96778776808885,5
FL,miamisprings,city,-0.677064185058096,1
FL,milton,city,0.05755404011748,3
FL,miramar,city,1.42656995247431,1
FL,monticello,city,-0.24658039065579,4
FL,naples,city,1.22064135871084,4
FL,newsmyrnabeach,city,-0.155022018102805,5
FL,northmiami,city,1.43824318348012,2
FL,northmiamibeach,city,-0.0796845153633924,4
FL,oaklandpark,city,0.406194598113858,3
FL,okeechobee,city,1.56876595004857,2
FL,orange,city,1.03707166431599,4
FL,orlando,city,1.55556683652467,2
FL,pahokee,city,0.256116511907202,2
FL,palatka,city,-0.508954952824387,2
FL,palmbay,city,-0.903973309915555,5
FL,palmcoast,city,0.136747413405259,4
FL,palmetto,city,0.361611052484179,4
FL,parkland,city,1.265452973048,3
FL,pembrokepark,town,-0.829683304177209,4
FL,pinecrest,city,-1.41979380815142,2
FL,pinellaspark,city,1.29319403349834,4
FL,plantation,city,1.62933970847784,4
FL,pompanobeach,city,1.33817773720907,2
FL,portstlucie,city,0.918858009871088,3
FL,rivierabeach,city,0.543189541395461,1
FL,rockledge,city,0.500773958101554,4
FL,royalpalmbeach,village,-0.450747279558199,4
FL,safetyharbor,city,0.85140825843235,5
FL,sanford,city,1.5955026065903,3
FL,sebastian,city,2.17363791386276,1
FL,seminole,city,0.553182651276851,1
FL,southdaytona,city,-0.179753710359925,5
FL,staugustine,city,-0.71145980924878,3
FL,stcloud,city,1.09562281132535,5
FL,stpetebeach,city,-0.465400396114528,3
FL,stpetersburg,city,1.73265410556278,3
FL,tampa,city,-0.445660063360429,4
FL,templeterrace,city,-0.25929295265938,3
FL,tequesta,village,-1.89869100054316,1
FL,titusville,city,1.28791673029767,2
FL,treasureisland,city,-1.17114360817231,1
FL,verobeach,city,-0.184198089737339,4
FL,wellington,village,1.85761546437784,4
FL,westmiami,city,-0.417592084860109,4
FL,weston,city,0.842388347961927,2
FL,wiltonmanors,city,-0.0242031405562759,4
FL,winterpark,city,0.567500255626541,1
FL,wintersprings,city,0.137006503079585,5
GA,albany,city,1.26791519027961,1
GA,americus,city,0.348044744205108,3
GA,atlanta,city,1.42030256251349,4
GA,austell,city,0.571583481342452,2
GA,barnesville,city,0.651021384632292,2
GA,blakely,city,-1.18416970525228,3
GA,brunswick,city,-1.00341452997471,1
GA,carrollton,city,0.366288645344548,3
GA,cartersville,city,-0.892604150026727,2
GA,collegepark,city,0.325225588469867,2
GA,columbus,city,1.17503283227383,3
GA,dallas,city,-0.0668767580157539,4
GA,decatur,city,0.315779501147714,4
GA,duluth,city,0.729510577075229,4
GA,eastpoint,city,-0.479737848072888,3
GA,fairburn,city,0.155304764521452,2
GA,fayetteville,city,0.589704345518029,4
GA,fitzgerald,city,0.128118024733707,2
GA,griffin,city,-0.169136112319511,1
GA,hapeville,city,0.92257632605172,2
GA,hartwell,city,0.726232153286408,3
GA,hawkinsville,city,-0.161282168435288,3
GA,hinesville,city,-0.815679272163592,2
GA,hollysprings,city,1.24903674901728,3
GA,jesup,city,0.101388434728701,1
GA,jonesboro,city,0.837673872866301,1
GA,lagrange,city,0.556662975754731,1
GA,marietta,city,0.531525448326,1
GA,metter,city,0.0962231337428301,1
GA,moultrie,city,0.892579593381189,4
GA,newnan,city,1.27206201722627,2
GA,peachtree,city,0.661987671782009,4
GA,perry,city,-0.370534870576555,5
GA,portwentworth,city,-0.637973012741587,2
GA,powdersprings,city,0.124138723732765,5
GA,rockmart,city,-1.3329651256623,3
GA,rossville,city,0.806421219657618,3
GA,socialcircle,city,0.070922844412588,3
GA,stmarys,city,-0.904619654481282,2
GA,sugarhill,city,-0.935236206401662,2
GA,suwanee,city,0.201766342980091,1
GA,tyrone,town,1.05852098259087,2
GA,union,city,0.539255235616475,5
GA,villarica,city,-1.56946066002764,4
GA,warnerrobins,city,0.128391471371649,4
GA,washington,city,-0.660802927910016,1
GA,woodstock,city,1.30269489759094,4
HI,honolulu,city,0.162716767654907,2
IA,albia,city,-1.31327654445788,3
IA,algona,city,-0.767997307902304,4
IA,ames,city,1.08875606279838,3
IA,ankeny,city,-1.40574642615666,1
IA,atlantic,city,-0.335591499465837,2
IA,belmond,city,-1.04355155005987,2
IA,boone,city,-1.58171407783113,3
IA,camanche,city,-1.68570938632205,5
IA,carlisle,town,-1.19294839470843,3
IA,cedarfalls,city,-0.454161266944423,3
IA,centerville,city,0.543274551383329,4
IA,charles,city,-0.183859573644595,5
IA,cherokee,city,-0.801380227189956,1
IA,clinton,city,0.245956159110126,1
IA,clive,city,-1.04628612210368,3
IA,creston,city,-0.856696341497173,3
IA,denison,city,-0.49494446733731,1
IA,desmoines,city,-0.434177825448452,2
IA,dubuque,city,-0.317166531620332,2
IA,eldridge,city,-0.869648906983878,3
IA,fortdodge,city,-0.611018151153325,5
IA,garner,city,-1.36608210970563,3
IA,glenwood,city,-0.047095592429334,4
IA,grinnell,city,-2.21693636168119,4
IA,hampton,city,-1.20298971298698,3
IA,harlan,city,-1.36123873913705,5
IA,hiawatha,city,-0.00176783515338905,5
IA,indianola,city,-1.54751617916142,2
IA,iowa,city,0.869262309498256,1
IA,marengo,city,-2.09768384449411,1
IA,marion,city,0.102517898934558,3
IA,marshalltown,city,-0.189785061448343,3
IA,mountpleasant,city,-0.837740493295797,2
IA,mountvernon,city,-0.65947573179081,1
IA,muscatine,city,-0.762868907099181,1
IA,nevada,city,-0.503600540096275,5
IA,newton,city,-0.517955781755262,2
IA,northliberty,city,0.0234597335998952,2
IA,onawa,city,-0.24813350251044,4
IA,orange,city,-0.572158186671218,3
IA,oskaloosa,city,-0.0686127030262302,2
IA,pella,city,0.46851780624673,3
IA,siouxcenter,city,-0.488919676370178,3
IA,spencer,city,-0.701486226184543,3
IA,urbandale,city,0.041695603583839,4
IA,waukee,city,-0.252193710449157,2
IA,webster,city,-0.216842012964619,4
IA,westdesmoines,city,0.906982190392321,1
IA,westliberty,city,-1.81650192351038,3
IA,windsorheights,city,-0.439221167833762,2
IA,winterset,city,-1.18360196177244,4
ID,boise,city,1.67959999581773,3
ID,gooding,city,-0.408764833704225,5
ID,lewiston,city,0.0919021949765973,3
ID,meridian,city,0.465306878214395,5
ID,moscow,city,0.865415454899223,3
ID,mountainhome,city,0.139646400656512,2
ID,nampa,city,0.805414251984529,4
ID,orofino,city,-1.47477690783621,1
ID,payette,city,0.121890950538986,1
ID,pocatello,city,0.0676129623453827,2
ID,postfalls,city,0.521673625241179,4
ID,sandpoint,city,0.716824873059334,4
ID,stanthony,city,-0.465700716271138,3
IL,abingdon,city,-1.11987848295315,5
IL,addison,village,-0.946109404832397,2
IL,antioch,village,-0.119857657979196,1
IL,arlingtonheights,village,0.475214238847059,4
IL,aurora,city,0.593494438154345,5
IL,barrington,village,0.790291584164317,2
IL,bartlett,village,-0.00436984390334788,3
IL,belvidere,city,-0.134557403457435,5
IL,bloomingdale,village,0.561563109987835,5
IL,bloomington,city,-0.0271914762588223,3
IL,bourbonnais,village,-0.670187405249445,5
IL,bridgeview,village,-1.93544516652751,1
IL,broadview,village,-1.17380458850386,1
IL,brookfield,village,-0.763531541585251,1
IL,burrridge,village,1.10484652132767,2
IL,calumet,city,-1.19669942920952,2
IL,carbondale,city,-1.2836748363568,3
IL,carolstream,village,-0.981226913268147,2
IL,cary,village,0.112944767698288,3
IL,channahon,village,-1.47992740610347,2
IL,chicago,city,0.926433919249887,2
IL,christopher,city,-2.16596182350013,3
IL,coalvalley,village,-1.21355021304563,3
IL,colona,city,-0.739950897120088,3
IL,countryside,city,-0.806474272094007,2
IL,crete,village,-0.552509315415371,1
IL,decatur,city,0.105828223641773,3
IL,deerfield,village,-0.961130628582015,5
IL,deerpark,village,-0.297326534954722,2
IL,dixon,city,-0.618773286104637,2
IL,dwight,village,-0.755333219946969,4
IL,eastpeoria,city,-1.06060672800587,2
IL,eureka,city,-0.955975019548489,4
IL,fairbury,city,-1.99508632164498,3
IL,flora,city,-2.52986606722781,1
IL,flossmoor,village,-0.553832460430487,2
IL,forestpark,village,-1.15253613785314,4
IL,frankfort,village,0.238839872586277,2
IL,galesburg,city,-0.280736529203728,3
IL,geneseo,city,-0.00979255451290004,4
IL,geneva,city,0.0200681488300355,5
IL,glencarbon,village,-0.583580075197122,2
IL,glendaleheights,village,-0.431791402280189,4
IL,glenellyn,village,-0.839109607930039,4
IL,glenview,village,1.0772369374302,2
IL,godfrey,village,-0.704963688319576,1
IL,grayslake,village,-0.970343834433383,3
IL,greenville,city,1.55603972043231,1
IL,gurnee,village,-0.0217499938389204,4
IL,hanoverpark,village,-0.262775315964165,5
IL,hawthornwoods,village,-0.978466339609928,3
IL,hazelcrest,village,-0.482339856822846,1
IL,hillside,village,-0.812671429331771,1
IL,hinsdale,village,-0.0471310559775745,5
IL,hoffmanestates,village,-0.548825662772586,1
IL,hometown,city,-1.73008491862554,4
IL,homewood,village,-1.22992477961825,5
IL,hoopeston,city,-0.0396448032572743,3
