position,time_period,end_date,xplaintiff,xstreet_clean,filings,top100,lat,lon
33,2024-03-01,2025-02-28,"POWER AVENUE APARTMENTS LTD, A LIMITED PARTNERSHIP",6610 POWERS AVE,49,0.34,30.251458,-81.614869
34,2024-03-01,2025-02-28,MISSION POINTE APARTMENTS,12450 BISCAYNE BLVD,49,0.34,30.457628,-81.670481
35,2024-03-01,2025-02-28,"LP, CYPRESS LANDING APTS",4801 MONCRIEF RD,48,0.34,30.369154,-81.682434
36,2024-03-01,2025-02-28,LAKESIDE APARTMENTS,8700 SOUTHSIDE BLVD,48,0.34,30.20434,-81.553348
37,2024-03-01,2025-02-28,"EBSCO INTEGRA RIVER RUN, LLC",14050 INTEGRA DR,47,0.34,30.491209,-81.63177
38,2024-03-01,2025-02-28,"YES BREAKERS, LLC",1612 ROCKERMAN AVE,46,0.34,30.290221,-81.805671
39,2024-03-01,2025-02-28,NH NORTHLAKE APARTMENTS LLC,2445 DUNN AVE,46,0.34,30.440519,-81.686469
40,2024-03-01,2025-02-28,AUBURN GLEN APARTMENTS,8024 SOUTHSIDE BLVD,46,0.34,30.223832,-81.557269
41,2024-03-01,2025-02-28,"7915 BAYMEADOWS CIRCLE OWNER LLC, A LIMITED LIABILITY COMPANY",9645 BAYMEADOWS RD,46,0.34,30.224134,-81.559395
42,2024-03-01,2025-02-28,"BENTLEY GREEN APARTMENT INVESTORS LLC, A LIMITED LIABILITY COMPANY",9536 PRINCETON SQUARE BLVD S,46,0.34,30.21579,-81.561268
43,2024-03-01,2025-02-28,KINGS TRAIL APTS,3770 TOLEDO RD,46,0.34,30.249986,-81.619894
44,2024-03-01,2025-02-28,OWNER,3601 KERNAN BLVD S,45,0.34,30.279682,-81.490871
45,2024-03-01,2025-02-28,BELLA TERRAZA APARTMENTS,355 MONUMENT RD,44,0.34,30.326867,-81.546001
46,2024-03-01,2025-02-28,"YES WOODLAND ESTATES FL, LLC",9359 103RD ST,44,0.34,30.251565,-81.813482
47,2024-03-01,2025-02-28,JAX DEERWOOD LLC,7932 SOUTHSIDE BLVD,43,0.34,30.226707,-81.55639
48,2024-03-01,2025-02-28,"ORANGE PARK EXCHANGE APARTMENTS, LLC, A DELAWARE LIMITED LIABILITY COMPANY",4925 COLLINS RD,42,0.34,30.193459,-81.712539
49,2024-03-01,2025-02-28,1057 BROWARD LANDING LLC A LIMITED LIABILITY COMPANY,1057 BROWARD RD,42,0.34,30.410231,-81.659773
50,2024-03-01,2025-02-28,"SAVANNAH SPRINGS APARTMENTS LTD, A LIMITED PARTNERSHIP",6945 MORSE AVE,42,0.34,30.230539,-81.760727
51,2024-03-01,2025-02-28,PATRIOT PLAZA APTS.,3780 UNIVERSITY CLUB BLVD,41,0.34,30.369664,-81.597212
52,2024-03-01,2025-02-28,THE OAKS ON MONUMENT,401 MONUMENT RD,41,0.34,30.32944,-81.546243
53,2024-03-01,2025-02-28,SOUTHSIDE BLVD BORROWER II LLC,8745 PALM BREEZE RD,40,0.34,30.205574,-81.547278
54,2024-03-01,2025-02-28,OASIS CLUB CGC LLC,5800 UNIVERSITY BLVD W,39,0.34,30.271655,-81.606337
55,2024-03-01,2025-02-28,"GRANITE COUNTRY ROADS, LLC",6539 TOWNSEND RD,39,0.34,30.219221,-81.750648
56,2024-03-01,2025-02-28,MAA MANDARIN LAKES,11001 OLD ST AUGUSTINE RD,38,0.34,30.175052,-81.602674
57,2024-03-01,2025-02-28,WOODLAKE PARK APTS,9439 SAN JOSE BLVD,38,0.34,30.206977,-81.613353
58,2024-03-01,2025-02-28,RENAISSANCE AT STRAWBERRY CREEK,7557 ARLINGTON EXPY,38,0.34,30.329367,-81.579703
59,2024-03-01,2025-02-28,GREEN TREE BORROWER LLC,9480 PRINCETON SQUARE BLVD S,38,0.34,30.21596,-81.563186
60,2024-03-01,2025-02-28,PAC MENLO LLC,11390 SQUARE ST,37,0.34,30.164606,-81.508163
61,2024-03-01,2025-02-28,SUNDANCE POINTE,5681 EDENFIELD RD,37,0.34,30.38231,-81.602636
62,2024-03-01,2025-02-28,BCORE MF CITIGATE LLC,8451 GATE PKWY W,36,0.34,30.254367,-81.568686
63,2024-03-01,2025-02-28,"TOPAZ GARDENS JAX BH LLC, A DELAWARE LIMITED LIABILITY COMPANY AUTHORIZED TO DO BUSINESS IN FLORIDA, AS LANDLORD OF TOPAZ GARDENS APARTMENTS",7350 BLANDING BLVD,36,0.34,30.214697,-81.73848
64,2024-03-01,2025-02-28,"LINDSEY TERRACE APARTMENTS SREIT LINDSEY TERRACE, LLC.",8500 ARGYLE BUSINESS LOOP,36,0.34,30.191678,-81.746411
65,2024-03-01,2025-02-28,SAN REMO RESIDENCES TIC I LLC,843 ALDERMAN RD,36,0.34,30.329383,-81.577998
66,2024-03-01,2025-02-28,MADELYN OAKS APARTMENTS,5710 LENOX AVE,35,0.34,30.30197,-81.745412
67,2024-03-01,2025-02-28,CYCLONE CROSS CREEK OWNER LLC,1441 MANOTAK AVE,35,0.34,30.295284,-81.75491
68,2024-03-01,2025-02-28,OLYMPUS PRESERVE AT TOWN CENTER,7738 A C SKINNER PKWY,35,0.34,30.246643,-81.567831
69,2024-03-01,2025-02-28,"SHORELINE MULTIFAMILY PARTNERS, LLC",4455 CONFEDERATE POINT RD,35,0.34,30.261312,-81.729233
70,2024-03-01,2025-02-28,PARK AT RIVER CITY LLC,10621 MONACO DR,35,0.34,30.426797,-81.659296
71,2024-03-01,2025-02-28,PORTSIDE MHC LLC,13947 SWAPS DR,34,0.34,30.294175,-81.45107
72,2024-03-01,2025-02-28,FOUNTAINHEAD APARTMENTS,7237 CORKLAN DR,34,0.34,30.136106,-81.521866
73,2024-03-01,2025-02-28,SYDNEY TRACE APTS,8575 MERCHANTS WAY,34,0.34,30.191121,-81.828022
74,2024-03-01,2025-02-28,CREEKSIDE PARK APARTMENTS,5900 TOWNSEND RD,34,0.34,30.217398,-81.733489
75,2024-03-01,2025-02-28,BRIDGE WF FL WESTLAND PARK LLC,6710 COLLINS RD,34,0.34,30.203768,-81.748434
76,2024-03-01,2025-02-28,VILLAS AT DAMES POINT,8291 DAMES POINT CROSSING BLVD,34,0.34,30.356631,-81.555984
77,2024-03-01,2025-02-28,POINTE PARC APARTMENTS,7524 SOUTHSIDE BLVD,33,0.34,30.237137,-81.554228
78,2024-03-01,2025-02-28,COVENTRY PARK APARTMENTS,6650 CORPORATE CENTER PKWY,33,0.34,30.254546,-81.596779
79,2024-03-01,2025-02-28,HERON WALK APARTMENTS,7400 POWERS AVE,33,0.34,30.244916,-81.610475
80,2024-03-01,2025-02-28,SHOREHOUSE TIC I LLC,401 CENTURY 21ST DR,33,0.34,30.308271,-81.568888
81,2024-03-01,2025-02-28,ALDERMAN PARK APARTMENTS,1600 LANSDOWNE DR,33,0.34,30.338602,-81.573854
82,2024-03-01,2025-02-28,"MW-RESERVE AT ST JOHN'S 1 LLC, A LIMITED LIABILITY COMPANY",5885 EDENFIELD RD,33,0.34,30.381646,-81.600026
83,2024-03-01,2025-02-28,7915 BAYMEADOWS CIRCLE OWNER LLC,7900 BAYMEADOWS CIR E,32,0.34,30.228042,-81.563379
84,2024-03-01,2025-02-28,THE KENSLEY,6371 COLLINS RD,31,0.34,30.20518,-81.747215
85,2024-03-01,2025-02-28,"CEDAR CREEK VILLAS LLC, A LIMITED LIABILITY COMPANY",5821 SAN JUAN AVE,31,0.34,30.282429,-81.743775
86,2024-03-01,2025-02-28,"AMNL ASSET COMPANY 1, LLC",1385 BROOKWOOD FOREST BLVD,30,0.34,30.343975,-81.532975
87,2024-03-01,2025-02-28,THE MERIDIAN APTS,653 MONUMENT RD,30,0.34,30.334283,-81.543576
88,2024-03-01,2025-02-28,INFINITY MAGNOLIA LLC,2045 JAMMES RD,30,0.34,30.279726,-81.747642
89,2024-03-01,2025-02-28,"LELAND ENTERPRISES INC, A CORPORATION",10970 LEM TURNER RD,30,0.34,30.434684,-81.697485
90,2024-03-01,2025-02-28,"GRANITE PARADISE VILLAGE, LLC",10201 BEAVER ST W,30,0.34,30.317129,-81.82491
91,2024-03-01,2025-02-28,"FF HILLWOOD LLC, A LIMITED LIABILITY COMPANY",12021 MCCORMICK RD,30,0.34,30.360656,-81.49966
92,2024-03-01,2025-02-28,OAKLEAF PLANTATION APTS.,250 CHERRY RIDGE DR,30,0.34,30.191972,-81.831741
93,2024-03-01,2025-02-28,BW MAPLECREST APARTMENTS LLC,11050 HARTS RD,29,0.34,30.436988,-81.660853
94,2024-03-01,2025-02-28,THE GROVE AT DEERWOOD,8231 PRINCETON SQUARE BLVD W,29,0.34,30.21744,-81.563314
95,2024-03-01,2025-02-28,LEIGH MEADOWS APTS,4320 SUNBEAM RD,29,0.34,30.204204,-81.603365
96,2024-03-01,2025-02-28,CIELO AT,1570 LANE AVE S,29,0.34,30.292676,-81.755537
97,2024-03-01,2025-02-28,ARELIA JAMES ISLAND,445 MONUMENT RD,29,0.34,30.33163,-81.546432
98,2024-03-01,2025-02-28,"7750 BELFORT OWNER, LLC",7750 BELFORT PKWY,29,0.34,30.241996,-81.582006
99,2024-03-01,2025-02-28,SAGEFIELD JACKSONVILLE OWNER LLC,13283 MAIN ST N,28,0.34,30.477717,-81.628037
100,2024-03-01,2025-02-28,LOFTS AT LAVILLA APTS.,995 WATER ST,28,0.34,30.327834,-81.670255
