position,time_period,end_date,xplaintiff,xstreet_clean,filings,top100,lat,lon
57,2022-09-01,2023-08-31,PACIFICA EMERALD BAY LLC A LIMITED LIABILITY COMPANY,3871 38TH AVE S,38,0.249,27.735457,-82.686349
58,2022-09-01,2023-08-31,ST CHARLES ROW,1175 PINELLAS POINT DR S,38,0.249,27.706122,-82.650535
59,2022-09-01,2023-08-31,BRITTANY BAY APARTMENTS,1201 SEMINOLE BLVD,38,0.249,27.904473,-82.784996
60,2022-09-01,2023-08-31,PRCP TAMPA ARBOR LLC,4121 E BUSCH BLVD,37,0.249,28.032221,-82.413576
61,2022-09-01,2023-08-31,LAUREL 112 LLC,13119 AARANS POND DR,37,0.249,28.066195,-82.439534
62,2022-09-01,2023-08-31,PASSCO PEARCE AT PAVILION DST,3415 PAVILION PALMS CIR,37,0.249,27.916806,-82.351011
63,2022-09-01,2023-08-31,PALMS AT SAND LAKE LLC,1209 SAND LAKE CIR,37,0.249,28.071332,-82.44451
64,2022-09-01,2023-08-31,HILLTOP ARMATURE GATE PROPERTY OWNER LP,13814 HERITAGE CLUB DR,36,0.249,28.073554,-82.417518
65,2022-09-01,2023-08-31,PACIFICA FOXCROFT LLC,3801 TOWER RD,36,0.249,28.0317,-82.505575
66,2022-09-01,2023-08-31,BIG WILDGRASS FL LLC,13612 WILDGRASS MEADOW DR,36,0.249,27.785091,-82.336559
67,2022-09-01,2023-08-31,THE PARK AT PORTOFINO,1905 PRINCETON LAKES DR,36,0.249,27.909491,-82.320483
68,2022-09-01,2023-08-31,RICHMAN PROPERTY SERVICES INC,513 KENDALL LAKE DR,35,0.249,27.948276,-82.324117
69,2022-09-01,2023-08-31,BALLSTON LLC,1720 CHAPEL TREE CIR,35,0.249,27.905827,-82.318193
70,2022-09-01,2023-08-31,49TH STREET APARTMENTS LP A LIMITED PARTNERSHIP,8400 49TH ST N,34,0.249,27.848015,-82.703124
71,2022-09-01,2023-08-31,MOBLEY PARK APARTMENTS,401 E 7TH AVE,34,0.249,27.959115,-82.457007
72,2022-09-01,2023-08-31,"CAMDEN ROYAL PALMS, LLC",808 MILANO CIR,34,0.249,27.903348,-82.294571
73,2022-09-01,2023-08-31,FLAGLER POINTE APARTMENT HOMES,6367 24TH ST S,34,0.249,27.709879,-82.664804
74,2022-09-01,2023-08-31,GREEN ARMATURE PARK LLC,7702 RIVERGATE DR,33,0.249,27.947882,-82.370473
75,2022-09-01,2023-08-31,GRANDE OAKS LLC,2625 PIONEER DAYS LN,32,0.249,28.005776,-82.431725
76,2022-09-01,2023-08-31,SUMMER PALMS APARTMENTS LLC,10204 MAJESTIC PALM CIR,32,0.249,27.786875,-82.340775
77,2022-09-01,2023-08-31,VESPER SOCIAL LLC,2913 NETWORK PL,32,0.249,28.081557,-82.430403
78,2022-09-01,2023-08-31,DEERPATH ON THE LAKE LLC,10200 N ARMENIA AVE,31,0.249,28.041635,-82.482584
79,2022-09-01,2023-08-31,HLBF LLC,1628 LADORA DR,31,0.249,27.909939,-82.323566
80,2022-09-01,2023-08-31,WESTCHASE ACQUISITION LP,10704 PRESERVE LAKE DR,31,0.249,28.05744,-82.630341
81,2022-09-01,2023-08-31,PALM HAVEN SP MHC LLC,3301 58TH AVE N,31,0.249,27.826514,-82.677806
82,2022-09-01,2023-08-31,RETREAT AT CROSSTOWN,10201 CASA PALARMO DR,30,0.249,27.920536,-82.342804
83,2022-09-01,2023-08-31,"6904 RALSTON PLACE, LLC",6840 RALSTON PLACE DR,30,0.249,28.010083,-82.48981
84,2022-09-01,2023-08-31,RPK ASSOCIATES LTD,1229 LOST KEY PL,30,0.249,28.067054,-82.446914
85,2022-09-01,2023-08-31,COLLIER REFLECTIONS OWNER LLC,14511 PRISM CIR,30,0.249,28.076975,-82.429349
86,2022-09-01,2023-08-31,WEST PORT COLONY,190 112TH AVE N,30,0.249,27.872982,-82.633525
87,2022-09-01,2023-08-31,THE DRAKE AT ST PETE,6707 16TH TER N,30,0.249,27.787539,-82.734515
88,2022-09-01,2023-08-31,HERITAGE COVE HOLDINGS LLC,7303 HERITAGE HILLS DR,30,0.249,28.031393,-82.372613
89,2022-09-01,2023-08-31,GENESIS APARTMENTS LLC,220 FAIRWOOD AVE,30,0.249,27.968454,-82.725523
90,2022-09-01,2023-08-31,CYPRESS MEADOWS ASSOCIATES LLC,3614 LANDINGS WAY DR,30,0.249,28.110676,-82.507238
91,2022-09-01,2023-08-31,SWEETWATER COVE PROPERTY LP,4313 GINGER COVE DR,29,0.249,27.981021,-82.559694
92,2022-09-01,2023-08-31,YMP RIVERSIDE PALMS LLC,5002 CASTILE PL,29,0.249,28.025591,-82.401391
93,2022-09-01,2023-08-31,JAX PARK LLC,2701 W WATERS AVE,29,0.249,28.026162,-82.487128
94,2022-09-01,2023-08-31,"FUND TUSCANY RIDGE, LLC",10034 PALERMO CIR,29,0.249,27.92677,-82.339389
95,2022-09-01,2023-08-31,"ROCKY CREEK APARTMENTS OWNER, LLC",5307 ARCHSTONE DR,29,0.249,27.994124,-82.554977
96,2022-09-01,2023-08-31,HANLEY PLACE APTS OWNER LLC,6433 SAN MARCOS CT,29,0.249,28.007095,-82.560861
97,2022-09-01,2023-08-31,THE STANDARD AT 2690,2690 DREW ST,29,0.249,27.969836,-82.726705
98,2022-09-01,2023-08-31,EMERALD POINTE APARTMENTS,200 73RD AVE N,29,0.249,27.838539,-82.636688
99,2022-09-01,2023-08-31,SOMERSET APARTMENTS,12800 VONN RD,29,0.249,27.888945,-82.822374
100,2022-09-01,2023-08-31,BEL SANCTUARY LLC,10112 DOUGLAS OAKS CIR,29,0.249,27.987406,-82.335051000000007
