cofips,state,county,year_string,renters_prop_a,renters_prop_b,renters_prop_l,renters_prop_w,defendant_prop_a,defendant_prop_b,defendant_prop_l,defendant_prop_w,judgment_prop_a,judgment_prop_b,judgment_prop_l,judgment_prop_w
01065,AL,Hale County,the years 2012-2016,0,0.714056207734245,0.0109573181823499,0.274986474083405,0.00327468792232424,0.545982912056316,0.00709386345565372,0.431222727679926,0.00434657188718074,0.573434388243487,0.00701345393934793,0.40313881937457
01067,AL,Henry County,the years 2012-2016,0,0.427431352210776,0.0282315829779196,0.541468016155509,0.00392391851632241,0.229223115188844,0.045092601473793,0.697918047397984,0.00307495289576536,0.214213584040859,0.0269102980722126,0.732992186417469
01069,AL,Houston County,the years 2013-2016,0.00531938425650169,0.405704320995158,0.0458141496466801,0.531157704705906,0.00826903686328008,0.347100359781513,0.0400161331471971,0.571176975117269,0.00824930298665232,0.349750704422611,0.0382613245985657,0.570527287052626
01071,AL,Jackson County,the years 2012-2016,0.00236632232096048,0.0648164333712834,0.0412772735662646,0.871588409699988,0.00533244961596229,0.0413347890445943,0.0283111877952747,0.866524184310467,0.00551322729457587,0.0352518016034992,0.0296063195024218,0.870914132994965
01073,AL,Jefferson County,the year 2012,0.0205243315640657,0.556730244555782,0.0561535790465797,0.352020189493526,0.0172128875659271,0.556582212593017,0.0723451578409608,0.331366266211935,0.0131700210761669,0.598050719893739,0.0556046313284063,0.310700919339562
01075,AL,Lamar County,the years 2012-2015,0,0.200172815349165,0.0271336220749615,0.772693562575874,0.000137170598812431,0.123198859457772,0.00812101268311195,0.846659850951364,0.000141849304199233,0.105437114275158,0.00808264653979914,0.865135690983659
01077,AL,Lauderdale County,the years 2012-2016,0.0138295965054875,0.145541046612397,0.03042349791321,0.794938183652728,0.011079406243648,0.160854870416495,0.033521896156825,0.760052890947645,0.0104881293150655,0.172712107450669,0.0343642576901215,0.746947611650028
01079,AL,Lawrence County,the years 2012-2016,0,0.176144297559884,0,0.793099128052099,0.00153218353342304,0.0959820109528248,0.0191410059825106,0.753193978102588,0.00143955072287865,0.106762416314787,0.0232067294597339,0.735296935358389
01081,AL,Lee County,the years 2012-2014 and 2016,0.0486026731470231,0.277631724290291,0.0418424831547553,0.611863470672705,0.0247829651513674,0.288922166803219,0.0357371337015425,0.621093433120462,0.0240471878258879,0.28872781342052,0.0360682013779647,0.621436634987435
01083,AL,Limestone County,the years 2012-2016,0.0225564169816065,0.174895338434158,0.0962601798510592,0.681203503383144,0.00812129421098411,0.110689789958919,0.0779625563847984,0.76876944741911,0.00769216769513429,0.111236228611505,0.0704597351613888,0.776888752274971
01085,AL,Lowndes County,the years 2012-2016,0,0.878810962933091,0,0.117718785051057,0.00113610015028001,0.722501749933561,0.00667355052036987,0.259799017154107,0.00131396431510943,0.715265848651341,0.00794046928844843,0.265139502988106
01087,AL,Macon County,the years 2012-2016,0.0040675795669922,0.898452694491939,0.0140369800916638,0.0763375020283183,0.00340407916870923,0.865338216462799,0.00926188215300407,0.0997467237639599,0.00324868710332502,0.860756441061814,0.00863389355610344,0.106499630519202
01089,AL,Madison County,the years 2014-2015,0.0308976882482731,0.378702157564103,0.0642245572458807,0.499261542903983,0.0243416600279175,0.344433359651736,0.094848974336298,0.486067151572025,0.02313133395116,0.33923742422783,0.0949209488118982,0.492491511800927
01091,AL,Marengo County,the years 2012-2016,0,0.713178422919242,0.00779956807896109,0.274246939414994,0.00342003461967741,0.551296071531059,0.0250474865236926,0.407700962533349,0.00400467776676602,0.554443346865608,0.0304395983249468,0.398983338285249
01093,AL,Marion County,the years 2012-2016,0.00333526253028784,0.0478758191659811,0.021993646497811,0.912412160112702,0.00168461110828175,0.0387361435524298,0.0273804216458919,0.912044125998333,0.00201758398318994,0.0457563152523754,0.0278038869762823,0.903186888997842
01095,AL,Marshall County,the years 2013-2016,0.00388202798571858,0.0498046910157931,0.178427627850652,0.747613206616235,0.00786485336045637,0.0183405441644416,0.125320891367845,0.816720623521234,0.00695741478304345,0.0185327332875012,0.126696463495478,0.816626315277254
01097,AL,Mobile County,the years 2013-2016,0.0190500846790287,0.474526174988943,0.035824083362998,0.452941113016839,0.0266131690574637,0.417852308746223,0.0369369512644848,0.485045028851988,0.0281849949003944,0.414261250683998,0.0389563244034374,0.484994922572644
01099,AL,Monroe County,the years 2012-2014 and 2016,0.00187365225744815,0.541790588190451,0.00892040553604823,0.447415354016053,0.00628269494399669,0.42602690880214,0.0137141843993426,0.520172849134243,0.00297700198800447,0.403958522959796,0.00915318796393419,0.548231638785449
01101,AL,Montgomery County,the years 2013-2016,0.0243151782469652,0.688644013545021,0.0298265470408117,0.244458276169369,0.0147045220247268,0.660635559237598,0.034773140637922,0.26728502684504,0.0133810926456748,0.673164285969537,0.035007384649577,0.255865018566824
01103,AL,Morgan County,the years 2012-2016,0.00758554593237887,0.212181453681165,0.12310257398832,0.618170378079279,0.00709344042637427,0.198327517889797,0.13104929857397,0.623341522120091,0.00667460735796172,0.200539353523824,0.132916534151795,0.619978051525908
01105,AL,Perry County,the years 2012-2016,0,0.733242241112839,0,0.266757758887161,0.00419732169139345,0.797190547396486,0.00660840816698464,0.183982627401764,0.00656379790504007,0.798363943475343,0.00733597018081366,0.179673949464566
01107,AL,Pickens County,the years 2012-2014 and 2016,0.00681590837278762,0.595890523806774,0.0263121027222726,0.365487591099845,0.000663966183305153,0.399897547179919,0.0120240970671818,0.570098462251079,0.000712594700843353,0.372280927794936,0.0140198790498042,0.595801156259962
01109,AL,Pike County,the year 2013,0.0349152302710757,0.474441898253809,0.025032525275279,0.460882839818727,0.017026829239188,0.410664668361658,0.0136335718612965,0.524268601614328,0.016703827375486,0.417109874252552,0.0141618195963249,0.519595544457163
01111,AL,Randolph County,the years 2012-2015,0.00809584692451241,0.273903500095078,0.0456280363636834,0.650073703817963,0.00241568796743746,0.206430308544742,0.0256828624683735,0.742866479095727,0.00215485976490279,0.207305068833099,0.0269208203220056,0.740127664479355
01113,AL,Russell County,the year 2016,0.00987501469268564,0.448220414331181,0.0503232162803927,0.467278492565393,0.00773618525462492,0.384545618143669,0.0551848178395247,0.516161044039301,0.00839091227933631,0.365529763160333,0.0507279134023758,0.538722854328673
01115,AL,St. Clair County,the years 2012-2016,0.0174841960416381,0.0964726293606866,0.0519202649885266,0.81286131635207,0.00722192857894246,0.101728505358465,0.0269611405895,0.839248383767813,0.00712122674456103,0.0965633503007722,0.0248062940882218,0.846831677025754
01119,AL,Sumter County,the years 2012-2016,0,0.784977308766722,0.00272290806981481,0.20913938147092,0.0018352526279938,0.753021501810339,0.00551599098403228,0.232010776715979,0.00212581773086973,0.739149062147878,0.00597820149004795,0.244651801395258
01121,AL,Talladega County,the years 2012-2016,0.0103629293887924,0.422235813351532,0.0293594693696776,0.518246463400969,0.00642898690599141,0.320670907008559,0.0199619772259109,0.628251829235111,0.00537111273996547,0.308014940203206,0.021197381729539,0.640857556339181
01123,AL,Tallapoosa County,the years 2012-2015,0,0.427665047268509,0.0472095065559978,0.509722948372464,0.0100516818050397,0.3054748256716,0.0444691994865004,0.621729641603796,0.00901140041088162,0.293399800610119,0.039151203272855,0.639845121598394
01125,AL,Tuscaloosa County,the year 2016,0.0257901394458269,0.431298995453848,0.0345681906982057,0.499729848110956,0.0184505848246834,0.429220365529281,0.0417882912606706,0.489202629761672,0.0198766465446923,0.443388439653936,0.0405663670007728,0.474826017256321
01127,AL,Walker County,the years 2012-2016,0.00130651611466641,0.0974655524278385,0.0421282731195485,0.834308873517687,0.00257120259272835,0.0818322062716853,0.0242501288035834,0.86637961192234,0.00257986542681787,0.0765155249940866,0.0235617378066981,0.873436906558209
01129,AL,Washington County,the years 2012-2016,0,0.265984494828096,0.0152590225467573,0.633770056708321,0.000676435751345151,0.200489175576472,0.0182698290312975,0.66843909110985,0.000687208906148185,0.218953528465239,0.0269080903402231,0.649323241238486
01131,AL,Wilcox County,the years 2013 and 2016,0,0.798238020162778,0,0.201761979837222,0.00011461393511297,0.538510152324078,0.00349095301425489,0.446924168671745,0,0.506624622359296,0.00308197821106752,0.477717725735867
01133,AL,Winston County,the years 2013-2016,0,0,0.0470741302351035,0.937878026772156,0.0021973517766512,0.00387828201740238,0.0620374832629996,0.90845821702498,0.00219549223597798,0.00382182294882899,0.0536068480566728,0.916529515925775
04001,AZ,Apache County,the years 2012-2013 and 2016,0.00914149770527064,0.00981383340140037,0.0627012906743131,0.238962949807979,0.00332689642876282,0.0222623172725865,0.168519352832198,0.768710034732445,0.00347592290925783,0.0233500755476475,0.135857620284147,0.799739667504334
04011,AZ,Greenlee County,the year 2012,0.00531716857355468,0.0151943817085207,0.451529821898044,0.482666859477358,0.00160475347405818,0.0111186414771677,0.0747386079237193,0.890212778219509,0.00160475347405818,0.0111186414771677,0.0747386079237193,0.890212778219509
04017,AZ,Navajo County,the year 2013,0.0100368352482019,0.00865036890661618,0.110617264841186,0.412622440529456,0.00642864529674307,0.0331974227617888,0.12850247129333,0.742712801473256,0.00621939850555163,0.0338593666944534,0.127772085346797,0.741967328277438
04019,AZ,Pima County,the years 2012-2013 and 2016,0.0348017604672642,0.0521072882896021,0.365970033167682,0.493117799490706,0.0274952931091399,0.116020672716926,0.408150131226064,0.41779030032097,0.0261941209223625,0.120660923524227,0.403118756436515,0.419015669833692
05009,AR,Boone County,the year 2012,0.00400202956918744,0.00400190218092766,0.0631665395741956,0.911190409402882,0.000957613163400372,0.000338770281443293,0.461321582169004,0.520097727629434,0.000957613163400372,0.000338770281443293,0.461321582169004,0.520097727629434
05015,AR,Carroll County,the years 2012-2013,0.00545699833700771,0,0.181234448466623,0.78477233260378,0.00584299618381931,0.00474528807632991,0.0250431179287816,0.920450120444972,0.00584299618381931,0.00474528807632991,0.0250431179287816,0.920450120444972
05043,AR,Drew County,the year 2015,0,0.446793643251711,0.0396755836856841,0.509225399858864,0.00146695103261851,0.523522245148497,0.00560810243868048,0.454446838326155,0.00146695103261851,0.523522245148497,0.00560810243868048,0.454446838326155
05087,AR,Madison County,the years 2012-2013 and 2015,0,0.0110403717640594,0.113103162398939,0.836203216663063,0.00181575287527797,0.00728355821145366,0.0636867201953743,0.885373702088997,0.00181575287527797,0.00728355821145366,0.0636867201953743,0.885373702088997
05101,AR,Newton County,the year 2012,0.0408045285561221,0,0.0704422506248422,0.863350998620785,0.00117347931943837,0.00182967202046787,0.0422576170518001,0.930613428305273,0.00117347931943837,0.00182967202046787,0.0422576170518001,0.930613428305273
05135,AR,Sharp County,the year 2014,0.0024788806584222,0,0.0856688851570374,0.900577990429562,0.00126338132834528,0.00323539498895219,0.00745326539001198,0.927956924942526,0.00126338132834528,0.00323539498895219,0.00745326539001198,0.927956924942526
05139,AR,Union County,the years 2012-2014,0,0.449399914268603,0.0116348401685681,0.524784059902823,0.0247019454073084,0.65378723192394,0.0232828608046956,0.282913044787796,0.0247019454073084,0.65378723192394,0.0232828608046956,0.282913044787796
06007,CA,Butte County,the year 2014,0.0601225623630247,0.0254198249507936,0.164049304130547,0.698549632173318,0.0180461229451231,0.0413173797179527,0.0926974747406177,0.808047636701199,0.0211527751008986,0.0424358629498706,0.0871457257173137,0.807307973037125
06011,CA,Colusa County,the years 2012-2013,0.0297218563550768,0.0264231251368236,0.645888316617633,0.254369296388457,0.00138637230885111,0.0183849993832734,0.464955961670787,0.496823510158235,0.000964603598811437,0.016345908821675,0.463612272744995,0.500385344609156
06017,CA,El Dorado County,the years 2012-2014,0.0357517142258287,0.00850375782255891,0.203551217175195,0.725873581459413,0.00920294117910398,0.00998991912440754,0.0966701271876487,0.862754876156813,0.00937370124480125,0.0106381617687255,0.0997223329619309,0.858982958397456
06021,CA,Glenn County,the years 2013 and 2015-2016,0.0265779228346677,0.00656977175072214,0.419227021592502,0.486346889398748,0.0151932002125407,0.0157811887818871,0.265603975327211,0.677450785224342,0.0107325872839136,0.0159374204353557,0.255702747113043,0.691360230213282
06033,CA,Lake County,the years 2012-2014,0.0259427511497597,0.0243178360742813,0.21740297040576,0.6401147456225,0.00354766538714905,0.0377418493384559,0.116540264204089,0.804895685283943,0.00388138054128199,0.0392508320582888,0.122737942115553,0.797992191151613
06035,CA,Lassen County,the years 2013-2015,0.0393645871500529,0.0460641200187912,0.0592506079959558,0.812411997349535,0.00652257157153233,0.042571023090974,0.0742576084473428,0.830531610383062,0.00403015985678792,0.049947926775137,0.0742813458600022,0.826421740329322
06049,CA,Modoc County,the years 2013-2015,0.0345343463911429,0,0.150326031030007,0.77671989948022,0.00430649546153144,0.00791763676096361,0.0727904580204271,0.844273130079461,0.00430649546153144,0.00791763676096361,0.0727904580204271,0.844273130079461
06063,CA,Plumas County,the years 2012 and 2014,0.03978669555894,0,0.0662837094055771,0.796867156014683,0.00111309612049089,0.0141143555594971,0.0658643292698793,0.889010749662775,0.00146724127355988,0.0182157219113189,0.0479109500768381,0.900956626127882
06091,CA,Sierra County,the years 2012-2015,0,0,0.234531388410699,0.740877284215571,0.000271252427566963,0.00292775591472585,0.042054062675457,0.931466868648655,0.000357123549312523,0.00375785301106115,0.0834211051399987,0.89402098935431
06105,CA,Trinity County,the year 2012,0.0448431732734787,0.022962917810864,0.0468067727995719,0.824871322198646,0.000726152137466113,0.00636731724722007,0.0533208859055185,0.888879082112263,0.000726152137466113,0.00636731724722007,0.0533208859055185,0.888879082112263
08001,CO,Adams County,the year 2016,0.0406729534437879,0.0421759020642419,0.455426783153336,0.437579095610493,0.0266945061965081,0.0820203416960108,0.459375812478415,0.408925938692751,0.0289154232499811,0.09777507474598,0.466351556331263,0.383760754705105
08005,CO,Arapahoe County,the years 2012 and 2016,0.0564028478285937,0.160129586842,0.242706641847124,0.502628659075833,0.0371952158873118,0.340416832802115,0.244027713402727,0.351492053486242,0.0352525104056608,0.331485170761558,0.252717935353792,0.35376562266862
08007,CO,Archuleta County,the year 2016,0.0107233279192378,0.00193578491161296,0.143081098222812,0.731393380385586,0.00396277893703048,0.00703315412959235,0.270828523801914,0.691773526396233,0.00419995189254879,0.00687863996531148,0.283488668596042,0.67888589793712
08009,CO,Baca County,the years 2012-2016,0,0,0.0989305837253587,0.896654382628369,0.000376162005864265,0.0288543585224263,0.0838977995624826,0.860975657738174,0.000379505625190546,0.0208453929581516,0.0874236035935757,0.866099891194648
08011,CO,Bent County,the years 2012-2016,0.00844532695214875,0,0.266728576629778,0.692242252779579,0.00464521348999841,0.087474137457708,0.491364847242227,0.402290795244345,0.00525841050952941,0.102302007705562,0.450672407306287,0.426291428692489
08015,CO,Chaffee County,the year 2016,0.00392228210212245,0,0.127581255399881,0.845675848036952,0.00211149244084508,0.0735082020255384,0.0291820450202711,0.878273809982376,0.00265329441976753,0.039018179351098,0.0171993291683548,0.926101680667407
08017,CO,Cheyenne County,the year 2013,0.0989218199861554,0,0.201907033711622,0.699171146302223,0.00111574506661504,0.00106233264780368,0.00826065512552849,0.982449329472653,0.00111574506661504,0.00106233264780368,0.00826065512552849,0.982449329472653
08019,CO,Clear Creek County,the years 2015-2016,0,0.0272729400315686,0.0631767712278477,0.848133374766779,0.00438992081571851,0.0211635385816774,0.0859107220413132,0.870638337255976,0.00381365846621778,0.0174459321048984,0.06841833089543,0.8929522836103
08021,CO,Conejos County,the years 2012-2016,0.00198310055065618,0,0.753497330982856,0.237147107702406,0.00350819241190384,0.00812115732167739,0.673348795095819,0.29502290986659,0.00443687128935115,0.0106863408259936,0.579592594723264,0.380608295400679
08023,CO,Costilla County,the years 2014-2016,0,0.0179417508851654,0.808800254114545,0.169069574284908,0.00554165535431107,0.0216616347422886,0.382584276758618,0.564466064481906,0.00572375674078849,0.0343640986897656,0.472552151388564,0.473215955168814
08025,CO,Crowley County,the years 2012-2016,0.0091931822323117,0,0.49378924082521,0.441280221411073,0.027076539358285,0.260784969820049,0.239324926177184,0.451392234714963,0.0308149511880243,0.242175734473818,0.270448481297208,0.43560179611828
08027,CO,Custer County,the years 2013-2016,0,0.0523749049746772,0.128411578946511,0.787144036035543,0.00208717721356817,0.0365840859688612,0.0067076673596558,0.932486429132443,0.000714829382218368,0.0410973320649951,0.00701049425278195,0.927230857398345
08031,CO,Denver County,the years 2012-2016,0.0334934792286601,0.104407093280681,0.294769816411504,0.539294841332643,0.0385244070584104,0.264401823342052,0.306909088702933,0.365191988216545,0.0365946243939214,0.252527671659972,0.32553535610048,0.359928082850305
08033,CO,Dolores County,the years 2013 and 2015,0,0,0.0615019135401127,0.920732233282938,0.000359351589911114,0.000749364568422687,0.005791842750877,0.966053847464661,0.000359351589911114,0.000749364568422687,0.005791842750877,0.966053847464661
08035,CO,Douglas County,the year 2016,0.054684791302411,0.0197757687754441,0.114132588226207,0.782607282162185,0.0357456748518734,0.0491428173264468,0.110662196294866,0.780783327572815,0.0290420756796806,0.0486803567983243,0.119834533477038,0.776996064364313
08039,CO,Elbert County,the year 2016,0.00690727415014524,0.00905310012693668,0.0855873366836977,0.874361214356587,0.00269510240098881,0.0258634619017442,0.0427355575104561,0.90942161381334,0.00233918680014385,0.0348154150646137,0.037241861851276,0.908378874931849
08043,CO,Fremont County,the year 2016,0,0.000378444715843443,0.0729266966821947,0.90804107232624,0.00385281897787228,0.0176654188223407,0.102252262588654,0.850077340424321,0.00305627378319705,0.0189454923826741,0.0901648529022351,0.861124023213653
08045,CO,Garfield County,the years 2012-2013,0.00800900869331565,0.00377067575213959,0.374320130657858,0.591725563578368,0.00814290469216341,0.0163040846044323,0.224569606085333,0.729684617462204,0.0079559758027597,0.0164983139657729,0.231939869955467,0.722363762585979
08047,CO,Gilpin County,the year 2016,0.00589389159544253,0,0.223619345113229,0.682843288879305,0.00897799375689816,0.00881741869385453,0.0681641781512757,0.891875021923415,0.00659757103805843,0.00517187985047218,0.0868022851564544,0.880708325786063
08051,CO,Gunnison County,the years 2012 and 2016,0.00526460037619173,0,0.0946341788326381,0.853133913250512,0.00377809206320991,0.00851069832777516,0.0877888669433638,0.881431149114499,0.00376739298618732,0.00946509761001768,0.100922208744887,0.866089905652788
08053,CO,Hinsdale County,the years 2015-2016,0,0,0.0681601172114819,0.931839882788518,0.000986863043930757,0.0183326582017032,0.00312330949654018,0.939638911488871,0.000986863043930757,0.0183326582017032,0.00312330949654018,0.939638911488871
08055,CO,Huerfano County,the year 2016,0,0,0.442731165771733,0.521928540418417,0.00270897335308634,0.0133397110684095,0.48111364665795,0.48228623563782,0.000727754656699101,0.0111879821160598,0.490374513111653,0.478551812996599
08059,CO,Jefferson County,the year 2016,0.0230069854497671,0.0171423103920278,0.231936444171453,0.70653424282827,0.0288746057897259,0.0505757159456964,0.279402021319538,0.616310409063257,0.0268999661762772,0.0511213461207707,0.267070934946082,0.630179906661711
08061,CO,Kiowa County,the year 2016,0,0.0502873783069259,0.0489730903014276,0.900739531391647,0,0.000107104857192509,0.00491353301286975,0.991608629578005,0,0.000107104857192509,0.00491353301286975,0.991608629578005
08063,CO,Kit Carson County,the years 2014 and 2016,0.0236287163196465,0,0.13424877177206,0.829822533471359,0.00371667748926381,0.0618505434647885,0.169058293074848,0.754199583683064,0.00128154908350566,0.0568065049716583,0.0943761820694711,0.836771938430079
08073,CO,Lincoln County,the years 2013-2016,0.0430170724758522,0.0071176945157023,0.073937810080922,0.859626906673209,0.00635588167502628,0.170307558857478,0.0176907118909593,0.785242816980103,0.00378583625132017,0.193953387497743,0.0183135698230599,0.763766742934747
08077,CO,Mesa County,the year 2012,0.00733776774022127,0.0119587142725427,0.170146239129829,0.78267594646548,0.007152140833158,0.0237089445214995,0.146823834047974,0.794445251726821,0.00707051813255002,0.0241948256976102,0.145990258207529,0.797921935170023
